count,ax,ay,az,gx,gy,gz
688,-272,-424,18780,-794,2659,-71
689,-364,-240,18752,-793,2672,-99
690,-304,-416,18560,-773,2722,-89
691,-480,-392,18636,-798,2738,-82
692,-428,-360,18668,-785,2765,-97
693,-492,-448,18772,-808,2824,-80
694,-584,-384,18528,-792,2848,-109
695,-728,-336,18608,-779,2814,-93
696,-752,-240,18560,-792,2863,-84
697,-776,-280,18612,-765,2867,-93
698,-900,-292,18620,-757,2876,-114
699,-1068,-460,18628,-802,2982,-186
700,-1172,-444,18576,-788,3074,-361
701,-1184,-332,18572,-779,3282,-527
702,-1260,-416,18700,-789,3448,-682
703,-1168,-396,18500,-745,3607,-822
704,-1260,-428,18588,-729,3881,-966
705,-1104,-288,18652,-677,4277,-1198
706,2884,-468,21768,-496,2234,-111
707,-1752,428,19176,-1307,3459,312
708,-1312,-260,17880,-698,3672,39
709,-1776,-372,18140,-577,3023,-375
710,-1740,-784,18044,-514,3716,-107
711,-1416,-424,19192,-815,3661,135
712,-1636,-92,18596,-1060,3667,-116
713,-1952,-428,18316,-749,3863,-197
714,-1756,-240,18480,-498,3877,0
715,-1760,-320,18652,-516,3895,-26
716,-2108,-524,18672,-802,3939,-115
717,-2300,-440,18396,-796,3889,-101
718,-2484,-352,18120,-706,3893,-16
719,-2416,-344,18324,-683,3755,-95
720,-2500,-192,18324,-721,3755,-84
721,-2624,-300,18564,-735,3673,-58
722,-2728,-356,18528,-746,3568,-45
723,-2512,-500,18296,-719,3553,-48
724,-6560,-592,18092,-288,1304,1171
725,-8456,-3580,13544,-962,-238,41
726,-3892,1060,18428,-1099,-889,-806
727,-2548,-208,18760,-862,-1391,-548
728,-1928,-404,19136,-586,-1713,-196
729,-2076,-772,17880,-805,-1064,-79
730,-2684,-676,18188,-845,-1080,-116
731,-2296,-268,18756,-902,-979,-124
732,-2132,-80,18848,-888,-855,-103
733,-2380,-132,18512,-833,-548,-49
734,-2152,-340,18292,-839,-509,-121
735,-2048,-624,18388,-800,-246,-99
736,-2064,-536,18624,-898,-57,-79
737,-2060,-316,18656,-936,163,-96
738,-2080,-172,18452,-906,365,-126
739,-2072,-224,18384,-780,537,-68
740,-2312,-352,18320,-724,699,-90
741,-2084,-624,18500,-711,830,-107
742,-2292,-544,18180,-723,900,-102
743,-2348,-340,18428,-756,1061,-84
744,-2552,-196,18428,-752,1102,-111
745,-2460,-232,18488,-723,1159,-89
746,-2500,-316,18224,-806,1198,-80
747,-2492,-388,18496,-736,1270,-65
748,-2640,-432,18468,-748,1280,-80
749,-4024,-432,18216,-710,1022,231
750,-3536,-52,18780,-1102,188,102
751,-3368,212,18176,-805,-441,-401
752,-2516,-204,18756,-860,-42,-228
753,-2284,-500,18116,-782,-339,-76
754,-2056,-588,18556,-772,183,32
755,-2372,-392,18172,-887,358,-204
756,-1812,-228,18620,-824,584,-120
757,-3548,-268,18304,-750,544,193
758,-2728,-332,18580,-893,448,-39
759,-3328,-292,18500,-855,80,-170
760,-2932,-304,18396,-895,-67,-103
761,-2340,-300,18548,-883,70,-210
762,-2204,-440,18672,-802,255,-4
763,-2456,-372,18400,-749,358,-44
764,-2896,-364,18388,-772,352,-7
765,-2808,-144,18508,-850,227,-59
766,-2932,-316,18168,-904,169,-111
767,-2672,-356,18516,-861,42,-121
768,-2472,-396,18432,-840,135,-110
769,-2244,-284,18356,-846,198,-27
770,-2664,-476,18604,-831,230,7
771,-2780,-484,18204,-838,333,7
772,-2844,-352,18404,-808,270,-22
773,-2816,-380,18512,-860,256,-69
774,-2692,-320,18704,-821,188,-98
775,-2720,-300,18360,-847,153,-78
776,-2780,-340,18272,-781,211,-94
777,-2832,-528,18056,-768,144,-49
778,-2296,-444,18612,-894,328,-11
779,-2660,-188,18592,-841,243,-57
780,-2848,-408,18068,-783,244,-24
781,-2732,-344,18404,-777,205,-74
782,-2852,-304,18592,-779,168,-55
783,-2852,-364,18376,-826,158,-83
784,-2696,-336,18288,-825,173,-102
785,-2600,-296,18376,-798,223,-71
786,-2680,-248,18268,-779,195,-96
787,-2412,-132,18276,-662,64,-62
788,-2756,-580,19152,-946,453,-133
789,-2808,-400,17992,-787,-55,-68
790,-2388,-460,18288,-815,173,-118
791,-2596,-12,18200,-696,134,-95
792,-2484,-404,19192,-880,358,-65
793,-2652,-104,18344,-642,22,-112
794,-2808,-548,17876,-795,236,-120
795,-2616,-348,18300,-819,136,-77
796,-2488,-308,18928,-892,91,-118
797,-2600,-312,18376,-793,196,-81
798,-2772,-276,18312,-806,230,-35
799,-2712,-276,18336,-761,182,-96
800,-3048,-396,18748,-798,128,-87
801,-2588,-460,18400,-946,91,-109
802,-2540,-364,18340,-919,210,-70
803,-2612,-224,18368,-845,230,-102
804,-2692,-176,18436,-772,189,-82
805,-2664,-268,18544,-832,160,-95
806,-2636,-416,18352,-874,145,-106
807,-2824,-460,18404,-839,166,-87
808,-2568,-224,18512,-782,203,-100
809,-2620,-428,18520,-840,193,-66
810,-2752,-304,18404,-878,133,-63
811,-2780,-320,18264,-777,106,-85
812,-2652,-212,18404,-801,129,-107
813,-2664,-376,18548,-817,119,-90
814,-2688,-372,18380,-828,58,-87
815,-2620,-332,18220,-795,47,-71
816,-2580,-328,18528,-738,63,-47
817,-2596,-232,18556,-756,43,-55
818,-2704,-316,18528,-798,75,-57
819,-2624,-400,18548,-824,63,-86
820,-2668,-304,18104,-825,65,-85
821,-2648,-276,18312,-804,-10,-70
822,-2808,-204,18316,-704,101,-124
823,-2620,-256,18620,-633,51,-108
824,-2804,-356,18336,-739,-10,-116
825,-2628,-440,18304,-769,-2,-84
826,-2632,-304,18336,-750,-128,-87
827,-2604,-328,18204,-721,-88,-70
828,-2912,-188,18464,-738,-84,-90
829,-2516,-144,18580,-727,-158,-107
830,-2564,-296,18336,-604,-215,-74
831,-2532,-312,18568,-755,-248,15
832,-2680,-564,18416,-836,-210,-60
833,-2784,-384,18424,-898,-323,-69
834,-2888,-208,18540,-913,-463,-87
835,-2944,-172,18236,-919,-512,-58
836,-2728,-256,18480,-839,-690,-65
837,-2800,-328,18344,-878,-812,-75
838,-2756,-408,18408,-896,-873,-102
839,-2748,-332,18312,-951,-1009,-113
840,-2556,-256,18436,-784,-1113,-134
841,-2700,-152,18440,-751,-1266,-150
842,-2628,-340,18292,-778,-1363,-159
843,-2616,-404,18616,-803,-1517,-125
844,-2712,-340,18520,-826,-1662,-136
845,-2500,-284,18384,-827,-1864,-200
846,-2728,-368,18404,-788,-2002,-195
847,-2576,-272,18504,-798,-2166,-178
848,-2464,-328,18428,-814,-2393,-169
849,-2356,-364,18596,-843,-2626,-165
850,-2444,-284,18376,-897,-2907,-162
851,-2348,-428,18616,-852,-3159,-156
852,-2296,-84,18764,-859,-3397,-93
853,-2192,-320,18480,-885,-3553,-149
854,-2292,-408,18448,-950,-3733,-117
855,-1828,-364,18904,-834,-3819,-102
856,-1940,-352,18448,-906,-4105,-127
857,-1764,-352,18568,-879,-4208,-144
858,-1616,-440,18364,-916,-4455,-129
859,-1544,-304,18492,-810,-4647,-155
860,-1368,-256,18608,-833,-4822,-129
861,-1272,-392,18600,-907,-4972,-156
862,-1232,-412,18560,-921,-5133,-209
863,-1104,-484,18528,-910,-5323,-276
864,-736,-312,18720,-899,-5512,-383
865,-736,-396,18732,-937,-5753,-523
866,-484,-212,18684,-930,-5974,-664
867,356,-340,18848,-890,-6206,-854
868,-2076,-800,18648,-931,-6367,-731
869,-260,-788,19356,-941,-5613,-291
870,280,-200,18652,-969,-5802,-60
871,-4,-24,18388,-1010,-5852,-183
872,-88,-300,18944,-860,-5905,-349
873,272,-468,18556,-815,-5908,-138
874,648,-180,18468,-791,-5976,-95
875,552,-464,18768,-790,-6198,-206
876,404,-368,19400,-1100,-6160,-113
877,1000,-336,18532,-1075,-6353,-108
878,744,-524,18652,-1053,-6484,-135
879,1408,-192,18284,-873,-7108,278
880,944,-476,18480,-705,-7581,612
881,1300,-132,18688,-693,-8072,962
882,1464,-372,18708,-548,-8815,1277
883,-6676,596,14948,-669,-8284,1663
884,3648,-2244,20332,-1020,-8869,975
885,304,616,18716,-1450,-8341,131
886,1764,-1136,17864,-981,-7881,-318
887,2900,152,19084,-1142,-8163,-213
888,2484,-468,18844,-902,-8555,51
889,2468,-120,18528,-1132,-8448,-20
890,3388,-628,18052,-1076,-8544,-208
891,3136,-620,18332,-941,-8507,-129
892,3776,-316,18404,-996,-8505,-57
893,3868,-436,18396,-1073,-8438,1
894,3624,-1020,17448,-1018,-8512,-51
895,4436,-520,18148,-1008,-8338,-230
896,5184,-356,18424,-916,-7999,-290
897,5292,-284,18120,-916,-7468,-267
898,5768,-464,17800,-945,-7002,-357
899,6328,-372,17764,-970,-6080,-414
900,6472,-408,17664,-900,-5161,-411
901,6792,-448,17760,-911,-4191,-442
902,7256,-652,17700,-951,-3029,-458
903,7380,-712,17700,-913,-1918,-421
904,6920,-352,17476,-896,-924,-312
905,6752,-396,17596,-820,31,-239
906,6544,-392,17788,-820,894,-180
907,6164,-516,17952,-831,1577,-81
908,6080,-416,17848,-794,2093,-26
909,5992,-452,18064,-732,2498,-49
910,5452,-476,18064,-774,2874,-37
911,5204,-408,18028,-840,2990,-53
912,4776,-492,18004,-780,3072,-18
913,4780,-512,18140,-755,3129,-38
914,4544,-384,17996,-754,3035,-68
915,4492,-500,18164,-774,2961,-58
916,4356,-396,18248,-797,2863,-58
917,4392,-392,18156,-792,2751,-74
918,4292,-392,18112,-780,2611,-89
919,4156,-412,18356,-756,2466,-78
920,4124,-428,18272,-757,2322,-61
921,4168,-420,18132,-783,2182,-72
922,4180,-480,18288,-805,2068,-63
923,3980,-532,18252,-827,1961,-63
924,4088,-508,18408,-853,1870,-68
925,4176,-372,18324,-847,1835,-52
926,4260,-424,18336,-842,1861,-61
927,4216,-412,18260,-883,1913,-46
928,4420,-488,18156,-911,2038,-30
929,4244,-408,18368,-875,2160,-40
930,4252,-492,18276,-883,2242,-49
931,4156,-400,18284,-896,2348,-46
932,4136,-428,18124,-892,2470,-42
933,4084,-396,18364,-853,2516,-20
934,4024,-448,18420,-819,2546,-35
935,4084,-528,18384,-838,2604,-16
936,3892,-412,18276,-840,2681,-73
937,3844,-432,18280,-855,2752,-60
938,3808,-356,18384,-824,2828,-77
939,3656,-436,18384,-794,2849,-67
940,3736,-384,18528,-751,2906,-84
941,3492,-552,18560,-736,2988,-64
942,3472,-508,18476,-740,3017,-75
943,3428,-452,18328,-749,3035,-75
944,3468,-532,18416,-712,3064,-81
945,3232,-396,18520,-746,3009,-82
946,3244,-432,18760,-772,3023,-83
947,3064,-460,18620,-772,3011,-60
948,3036,-412,18484,-774,2982,-78
949,2940,-368,18440,-757,2957,-85
950,3076,-384,18756,-730,2940,-96
951,2804,-348,18608,-777,2901,-92
952,2800,-396,18472,-749,2857,-85
953,2836,-364,18512,-739,2839,-86
954,2732,-448,18668,-755,2793,-106
955,2708,-400,18612,-739,2783,-103
956,2568,-460,18520,-743,2781,-117
957,2540,-420,18616,-751,2690,-111
958,2532,-388,18384,-769,2655,-123
959,2420,-424,18568,-762,2690,-108
960,2596,-492,18552,-779,2670,-91
961,2432,-404,18620,-790,2582,-107
962,2368,-416,18684,-785,2591,-63
963,2268,-340,18464,-767,2578,-99
964,2248,-356,18760,-761,2494,-78
965,2216,-340,18468,-730,2474,-52
966,2136,-360,18716,-734,2458,-73
967,2072,-432,18756,-758,2419,-85
968,2136,-432,18732,-794,2410,-73
969,2076,-404,18548,-789,2400,-95
970,1892,-352,18620,-767,2363,-97
971,1928,-456,18552,-766,2344,-81
972,2048,-444,18632,-798,2355,-77
973,1884,-388,18740,-817,2384,-74
974,1836,-456,18604,-804,2360,-100
975,1780,-468,18600,-789,2335,-88
976,1692,-432,18632,-743,2311,-100
977,1576,-296,18784,-734,2291,-84
978,1612,-392,18608,-787,2228,-64
979,1560,-408,18752,-813,2213,-87
980,1464,-472,18668,-824,2172,-110
981,1448,-428,18692,-797,2126,-115
982,1480,-464,18488,-784,2074,-92
983,1476,-400,18752,-790,2006,-112
984,1408,-344,18788,-763,1951,-77
985,1432,-436,18700,-777,1901,-83
986,1424,-484,18572,-764,1849,-79
987,1356,-504,18672,-773,1835,-77
988,1388,-416,18784,-816,1808,-88
989,1168,-356,18792,-811,1755,-83
990,1172,-412,18704,-817,1758,-95
991,1180,-356,18660,-813,1760,-72
992,1112,-476,18668,-794,1730,-94
993,1180,-424,18804,-809,1762,-86
994,1208,-340,18572,-812,1796,-74
995,1052,-392,18716,-768,1768,-83
996,1132,-372,18656,-782,1792,-103
997,1060,-496,18604,-812,1806,-103
998,1044,-400,18692,-793,1878,-119
999,948,-384,18756,-790,1956,-148
1000,928,-452,18776,-781,2012,-165
1001,832,-340,18668,-813,2075,-226
1002,800,-328,18676,-770,2216,-272
1003,712,-352,18764,-745,2354,-324
1004,708,-460,18892,-772,2524,-375
1005,588,-468,18648,-757,2686,-382
1006,484,-352,18556,-755,2845,-374
1007,1984,-404,19012,-897,2996,-189
1008,480,-544,18616,-831,2823,228
1009,388,-560,19016,-843,2623,313
1010,840,-84,17888,-956,2661,228
1011,1640,-556,19344,-789,2695,59
1012,432,-480,18852,-824,2515,-83
1013,228,-588,18412,-961,2458,-20
1014,300,-240,18756,-905,2718,-74
1015,328,-256,18792,-785,2631,-19
1016,448,-168,18804,-737,2636,-65
1017,260,-296,18672,-776,2785,-64
1018,356,-604,18540,-803,2723,-82
1019,104,-536,18700,-778,2848,-56
1020,100,-412,18800,-748,2878,-78
1021,60,-272,18812,-804,2837,-71
1022,12,-268,18804,-800,2923,-49
1023,-120,-316,18788,-791,2976,-71
1024,-200,-344,18724,-641,3004,-51
1025,-328,-480,18596,-645,2991,-82
1026,-372,-520,18872,-766,3062,-64
1027,-480,-492,18592,-856,2960,-86
1028,-556,-260,18520,-817,2883,-80
1029,-660,-372,18940,-737,2803,-71
1030,-788,-232,18464,-715,2627,-59
1031,-872,-412,18792,-697,2569,-81
1032,-1064,-464,18552,-695,2381,-89
1033,-1256,-448,18520,-659,2193,-89
1034,-1248,-276,18632,-566,1888,-123
1035,-1416,-284,18636,-537,1536,-118
1036,-1620,-476,18712,-658,1159,-66
1037,-1520,-616,18684,-864,700,-12
1038,-1820,-312,18816,-992,123,39
1039,-1940,-408,18636,-848,-355,50
1040,-1884,-92,18788,-708,-650,-76
1041,-1932,-268,18768,-794,-1266,-114
1042,-1908,-464,18552,-761,-1728,-97
1043,-1708,-356,18744,-662,-2327,-112
1044,-1588,-476,18908,-742,-2958,-274
1045,-1512,-212,18880,-850,-3627,-527
1046,-1404,-364,18740,-818,-4282,-774
1047,-780,-48,19196,-865,-4907,-934
1048,-1496,120,18552,-1003,-5430,-719
1049,-1880,-296,18176,-1021,-4608,201
1050,220,-104,18700,-1076,-5583,79
1051,-100,-320,19076,-1042,-5608,6
1052,-588,-552,18856,-985,-5830,79
1053,484,-248,18292,-863,-5999,303
1054,488,-480,18600,-930,-6222,237
1055,464,-228,18704,-898,-6208,312
1056,588,-476,18808,-886,-6289,339
1057,600,-424,18740,-869,-6274,295
1058,724,-428,18148,-830,-6063,31
1059,1364,-604,18692,-724,-5966,-86
1060,1176,-896,18832,-1085,-5756,-104
1061,1632,-292,18524,-1169,-5709,-218
1062,1536,-192,18704,-859,-5752,-123
1063,1572,-204,18540,-779,-5651,-96
1064,1692,-88,18692,-925,-5569,-193
1065,2296,-616,18648,-939,-5478,-196
1066,2212,-368,18520,-942,-5495,-103
1067,2352,-536,18680,-945,-5371,-60
1068,2364,-476,18424,-960,-5256,-130
1069,2500,-328,18764,-910,-5085,-128
1070,2688,-300,18560,-878,-4995,-82
1071,2812,-492,18480,-903,-4815,-74
1072,3052,-356,18680,-927,-4576,-103
1073,3180,-544,18492,-906,-4371,-97
1074,3104,-384,18408,-895,-4123,-114
1075,3384,-484,18436,-852,-3960,-95
1076,3384,-500,18432,-892,-3713,-84
1077,3448,-496,18588,-917,-3437,-75
1078,3600,-456,18368,-914,-3159,-77
1079,3604,-416,18392,-904,-2931,-101
1080,3740,-348,18368,-894,-2637,-102
1081,3620,-376,18520,-831,-2447,-136
1082,3796,-400,18384,-816,-2201,-156
1083,3828,-576,18428,-825,-1954,-165
1084,3760,-384,18332,-823,-1730,-155
1085,3972,-428,18600,-853,-1570,-110
1086,3844,-468,18348,-901,-1381,-75
1087,3872,-476,18288,-839,-1284,-90
1088,3944,-400,18328,-781,-1111,-99
1089,3824,-404,18296,-766,-970,-91
1090,3996,-584,18360,-840,-890,-98
1091,3916,-608,18312,-855,-761,-97
1092,3908,-456,18316,-866,-596,-107
1093,3820,-436,18464,-812,-516,-115
1094,3848,-404,18476,-829,-342,-92
1095,3924,-356,18436,-830,-219,-86
1096,3904,-484,18392,-847,-137,-98
1097,3952,-452,18320,-860,-1,-103
1098,3912,-364,18368,-837,87,-99
1099,3988,-368,18236,-811,177,-101
1100,3896,-308,18424,-822,280,-95
1101,4024,-488,18252,-812,396,-100
1102,3892,-512,18396,-822,516,-113
1103,3892,-480,18436,-829,598,-118
1104,3800,-456,18328,-789,676,-120
1105,3752,-372,18488,-770,737,-100
1106,3708,-408,18340,-786,787,-83
1107,3636,-524,18556,-805,803,-94
1108,3740,-452,18344,-832,838,-115
1109,3704,-464,18348,-824,856,-89
1110,3760,-428,18336,-844,865,-91
1111,3680,-324,18456,-837,880,-98
1112,3664,-356,18404,-809,909,-86
1113,3760,-424,18280,-835,905,-107
1114,3624,-468,18364,-808,937,-103
1115,3648,-340,18276,-802,987,-109
1116,3548,-448,18484,-817,1011,-83
1117,3680,-492,18380,-806,1019,-87
1118,3512,-436,18336,-786,1042,-110
1119,3580,-488,18404,-765,1039,-96
1120,3412,-512,18380,-764,969,-98
1121,3356,-564,18448,-800,963,-90
1122,3380,-444,18580,-823,985,-93
1123,3364,-448,18512,-816,957,-104
1124,3456,-352,18560,-793,933,-99
1125,3400,-348,18468,-800,925,-72
1126,3388,-372,18516,-794,905,-98
1127,3428,-508,18500,-833,903,-108
1128,3360,-344,18372,-821,914,-80
1129,3400,-388,18540,-812,897,-118
1130,3284,-424,18456,-783,916,-76
1131,3276,-372,18604,-803,877,-107
1132,3132,-436,18628,-805,885,-100
1133,3260,-396,18564,-839,850,-89
1134,3180,-392,18452,-838,819,-93
1135,3320,-336,18516,-821,787,-98
1136,3156,-284,18584,-816,738,-90
1137,3028,-464,18448,-820,681,-78
1138,3032,-432,18472,-829,635,-89
1139,3092,-416,18612,-796,557,-91
1140,3160,-424,18416,-815,509,-106
1141,3020,-424,18584,-826,451,-83
1142,3076,-400,18476,-814,396,-73
1143,3164,-440,18412,-810,367,-97
1144,3148,-476,18340,-812,331,-101
1145,3204,-340,18424,-806,306,-89
1146,3204,-384,18456,-813,255,-82
1147,3108,-540,18564,-808,239,-86
1148,3116,-432,18424,-815,239,-89
1149,3164,-408,18300,-818,194,-100
1150,3080,-412,18492,-830,237,-95
1151,3244,-364,18436,-819,209,-82
1152,3180,-344,18488,-844,170,-106
1153,3144,-360,18424,-816,155,-93
1154,3172,-420,18492,-812,144,-99
1155,3140,-484,18436,-843,109,-92
1156,3024,-436,18504,-831,67,-116
1157,3132,-520,18456,-826,38,-108
1158,3224,-356,18608,-842,-23,-107
1159,3156,-416,18372,-825,-67,-93
1160,3228,-512,18476,-827,-75,-89
1161,3164,-456,18600,-853,-132,-105
1162,3184,-412,18508,-864,-137,-101
1163,3240,-432,18388,-830,-140,-91
1164,3244,-368,18520,-823,-148,-84
1165,3292,-460,18348,-823,-128,-95
1166,3452,-492,18624,-833,-69,-86
1167,3444,-400,18600,-824,-24,-105
1168,3288,-452,18524,-829,69,-94
1169,3484,-412,18672,-811,143,-89
1170,3352,-436,18492,-826,247,-92
1171,3488,-420,18468,-843,350,-103
1172,3480,-456,18388,-828,453,-110
1173,3444,-352,18476,-787,586,-94
1174,3452,-432,18404,-814,708,-99
1175,3460,-480,18456,-835,798,-106
1176,3336,-508,18636,-801,944,-91
1177,3400,-452,18416,-774,1010,-90
1178,3448,-376,18472,-809,1146,-94
1179,3372,-444,18368,-840,1196,-118
1180,3264,-444,18476,-858,1277,-89
1181,3256,-364,18536,-807,1349,-83
1182,3148,-420,18376,-824,1390,-104
1183,2976,-364,18536,-831,1435,-99
1184,3144,-336,18532,-818,1476,-107
1185,3048,-372,18544,-811,1475,-92
1186,2932,-432,18556,-815,1503,-94
1187,2876,-464,18564,-815,1489,-82
1188,2932,-508,18576,-807,1471,-82
1189,2868,-384,18528,-795,1452,-76
1190,2832,-476,18500,-792,1467,-91
1191,2964,-468,18412,-790,1408,-92
1192,2760,-444,18580,-834,1462,-72
1193,2940,-448,18672,-806,1458,-97
1194,2876,-380,18468,-813,1414,-76
1195,2560,-460,18572,-804,1480,-73
1196,2712,-340,18648,-798,1457,-80
1197,2828,-392,18576,-779,1462,-70
1198,2756,-488,18584,-787,1495,-105
1199,2656,-496,18532,-783,1530,-84
1200,2648,-420,18568,-773,1581,-85
1201,2648,-460,18716,-750,1598,-84
1202,2524,-496,18484,-753,1658,-73
1203,2496,-408,18556,-767,1688,-85
1204,2528,-492,18636,-752,1701,-87
1205,2340,-424,18712,-766,1693,-88
1206,2388,-372,18608,-744,1689,-74
1207,2336,-480,18608,-761,1655,-84
1208,2356,-384,18604,-777,1666,-94
1209,2204,-520,18772,-766,1622,-98
1210,2228,-508,18676,-804,1559,-66
1211,2256,-536,18616,-806,1517,-63
1212,2164,-404,18436,-804,1458,-72
1213,2132,-332,18536,-792,1364,-79
1214,1936,-324,18564,-772,1287,-91
1215,2116,-396,18724,-790,1236,-82
1216,2004,-452,18704,-810,1119,-74
1217,1796,-420,18568,-821,1113,-81
1218,1948,-492,18512,-833,1010,-105
1219,2044,-292,18716,-801,960,-95
1220,2040,-364,18612,-782,957,-89
1221,2036,-428,18600,-777,876,-106
1222,1992,-420,18644,-796,814,-76
1223,1960,-432,18636,-785,780,-97
1224,1960,-328,18644,-806,725,-94
1225,1912,-444,18728,-821,709,-105
1226,1868,-364,18712,-793,661,-84
1227,1932,-388,18664,-819,629,-78
1228,1988,-456,18628,-834,605,-77
1229,1968,-392,18656,-829,592,-89
1230,2024,-440,18696,-810,599,-88
1231,1940,-432,18800,-815,586,-91
1232,1952,-388,18500,-824,604,-77
1233,1876,-516,18660,-794,593,-69
1234,1908,-392,18604,-791,614,-99
1235,1908,-412,18672,-811,618,-77
1236,1736,-348,18704,-845,594,-87
1237,1940,-364,18572,-816,560,-84
1238,1840,-276,18700,-802,526,-83
1239,1864,-476,18760,-784,500,-76
1240,1768,-432,18720,-806,443,-87
1241,1924,-368,18656,-797,421,-88
1242,1864,-412,18628,-811,387,-86
1243,1696,-436,18736,-826,354,-95
1244,1804,-444,18732,-829,314,-107
1245,1896,-380,18652,-812,283,-96
1246,1812,-404,18648,-826,272,-95
1247,1824,-476,18720,-806,256,-90
1248,1836,-412,18624,-837,233,-87
1249,1900,-420,18540,-834,241,-83
1250,1932,-368,18680,-839,282,-89
1251,1908,-448,18744,-807,257,-83
1252,1904,-400,18672,-820,310,-112
1253,1876,-388,18712,-820,308,-103
1254,1856,-388,18812,-821,359,-101
1255,1912,-400,18512,-820,329,-109
1256,1848,-484,18748,-792,368,-86
1257,1932,-392,18688,-849,363,-97
1258,1876,-428,18584,-824,362,-97
1259,1904,-396,18716,-794,347,-95
1260,1840,-416,18720,-808,349,-103
1261,1760,-396,18784,-789,323,-94
1262,1792,-344,18752,-808,284,-97
1263,1756,-420,18652,-813,261,-92
1264,1844,-328,18636,-793,250,-99
1265,1732,-356,18780,-783,202,-99
1266,1724,-440,18768,-808,151,-80
1267,1668,-440,18644,-823,130,-93
1268,1780,-492,18684,-807,68,-93
1269,1756,-456,18676,-815,51,-100
1270,1680,-420,18612,-814,-5,-78
1271,1876,-352,18512,-809,-36,-91
1272,1880,-448,18560,-803,-51,-99
1273,1940,-592,18736,-787,-128,-91
1274,1672,-396,18604,-835,-66,-96
1275,1936,-528,18572,-870,-80,-120
1276,2192,-344,18688,-779,-109,-100
1277,1596,-408,18664,-809,-16,-85
1278,2056,-308,18952,-777,20,-120
1279,2040,-440,18608,-846,15,-80
1280,1788,-556,18632,-828,118,-88
1281,1904,-460,18624,-798,93,-106
1282,1904,-352,18584,-825,146,-91
1283,2000,-396,18832,-827,149,-93
1284,2056,-364,18688,-844,223,-103
1285,2000,-392,18548,-792,275,-107
1286,1872,-416,18644,-763,333,-93
1287,2072,-404,18624,-823,399,-85
1288,2008,-424,18668,-836,494,-81
1289,1980,-356,18704,-796,539,-108
1290,2084,-344,18604,-790,623,-102
1291,2032,-472,18572,-802,725,-87
1292,1960,-556,18592,-777,813,-84
1293,1948,-408,18816,-799,910,-88
1294,2060,-356,18740,-801,985,-77
